Longitude	Latitude	Mean_HF	Median_HF	Total_Erro
-49	-63	81.3499985	58.0299988	41.5
-47	-63	77.6600037	77.6600037	4.75
-45	-63	77.6600037	77.6600037	4.75
-43	-63	110.1100006	110.1100006	6.74
-41	-63	110.1100006	110.1100006	6.74
-39	-63	130.0700073	130.0700073	7.96
-37	-63	130.0700073	130.0700073	7.96
-35	-63	115.6900024	115.6900024	7.08
-33	-63	115.6900024	115.6900024	7.08
-31	-63	115.6900024	115.6900024	7.08
-29	-63	92.9000015	92.9000015	5.69
-27	-63	92.9000015	92.9000015	5.69
-25	-63	75.1100006	75.1100006	4.6
-23	-63	75.1100006	75.1100006	4.6
-21	-63	65.4800034	65.4800034	4.01
-19	-63	65.4800034	65.4800034	4.01
-17	-63	63.5699997	63.5699997	3.89
-15	-63	63.5699997	63.5699997	3.89
-13	-63	63.6699982	63.6699982	3.9
-11	-63	63.6699982	63.6699982	3.9
-9	-63	63.6699982	63.6699982	3.9
-7	-63	61.1899986	61.1899986	3.75
-5	-63	61.1899986	61.1899986	3.75
-3	-63	63.6899986	58.5	41.5
-1	-63	63.6899986	58.5	41.5
1	-63	64.1800003	55.5299988	41.5
3	-63	64.1800003	55.5299988	41.5
5	-63	64.8199997	55.2400017	41.5
7	-63	64.8199997	55.2400017	41.5
9	-63	63.8699989	57.9599991	41.5
11	-63	63.8699989	57.9599991	41.5
13	-63	63.8699989	57.9599991	41.5
15	-63	64.5400009	57.25	41.5
17	-63	64.5400009	57.25	41.5
19	-63	64.5400009	53.5299988	41.5
21	-63	64.5400009	53.5299988	41.5
23	-63	63.5400009	52.9599991	41.5
25	-63	63.5400009	52.9599991	41.5
27	-63	63.5400009	56.0800018	41.5
29	-63	63.5400009	56.0800018	41.5
31	-63	69.3000031	57.1699982	41.5
33	-63	69.3000031	57.1699982	41.5
35	-63	69.3000031	57.1699982	41.5
37	-63	69.3000031	57.1699982	41.5
39	-63	69.3000031	57.1699982	41.5
41	-63	71	57.2000008	41.5
43	-63	71	57.2000008	41.5
45	-63	71	57.2000008	41.5
47	-63	71	57.2000008	41.5
49	-63	69.3000031	57.1899986	41.5
51	-63	69.3000031	57.1899986	41.5
53	-63	71	57.2000008	41.5
55	-63	71	57.2000008	41.5
57	-63	71	57.2000008	41.5
59	-63	69.3000031	57.2000008	41.5
61	-63	69.3000031	57.2000008	41.5
63	-63	69.3000031	57.2000008	41.5
65	-63	69.3000031	57.2000008	41.5
67	-63	69.3000031	57.1500015	41.5
69	-63	69.3000031	57.1500015	41.5
71	-63	71	57.2000008	41.5
73	-63	71	57.2000008	41.5
75	-63	71	57.2000008	41.5
77	-63	71	57.2000008	41.5
79	-63	71	57.2000008	41.5
81	-63	69.3000031	56.7700005	41.5
83	-63	69.3000031	56.7700005	41.5
85	-63	68.5899963	56.6100006	41.5
87	-63	68.5899963	56.6100006	41.5
89	-63	68.0599976	58.0999985	41.5
91	-63	68.0599976	58.0999985	41.5
93	-63	70.9499969	58.4000015	41.5
95	-63	70.9499969	58.4000015	41.5
97	-63	70.9499969	59.4799995	41.5
99	-63	70.9499969	59.4799995	41.5
101	-63	66.2799988	66.2799988	4.06
103	-63	66.2799988	66.2799988	4.06
105	-63	66.2799988	66.2799988	4.06
107	-63	68.3399963	68.3399963	4.18
109	-63	68.3399963	68.3399963	4.18
111	-63	67.4400024	67.4400024	4.13
113	-63	67.4400024	67.4400024	4.13
115	-63	66.1900024	66.1900024	4.05
117	-63	66.1900024	66.1900024	4.05
119	-63	64.0100021	64.0100021	3.92
121	-63	64.0100021	64.0100021	3.92
123	-63	63.0999985	63.0999985	3.86
125	-63	63.0999985	63.0999985	3.86
127	-63	63.0999985	63.0999985	3.86
129	-63	63.0400009	63.0400009	3.86
131	-63	63.0400009	63.0400009	3.86
133	-63	62.6699982	62.6699982	3.84
135	-63	62.6699982	62.6699982	3.84
137	-63	61.4399986	61.4399986	3.76
139	-63	61.4399986	61.4399986	3.76
141	-63	72.4100037	72.4100037	4.43
143	-63	72.4100037	72.4100037	4.43
145	-63	79.6800003	79.6800003	4.88
147	-63	79.6800003	79.6800003	4.88
149	-63	79.6800003	79.6800003	4.88
151	-63	115.3700027	115.3700027	7.06
153	-63	115.3700027	115.3700027	7.06
155	-63	310.4500122	310.4500122	19.01
157	-63	310.4500122	310.4500122	19.01
159	-63	319.3399963	319.3399963	19.55
161	-63	319.3399963	319.3399963	19.55
163	-63	160.2799988	160.2799988	9.81
165	-63	160.2799988	160.2799988	9.81
167	-63	96.8700027	96.8700027	5.93
169	-63	96.8700027	96.8700027	5.93
171	-63	96.8700027	96.8700027	5.93
173	-63	83.2900009	83.2900009	5.1
175	-63	83.2900009	83.2900009	5.1
177	-63	103.3199997	103.3199997	6.33
179	-63	103.3199997	103.3199997	6.33
-179	-61	92.5899963	92.5899963	5.67
-177	-61	92.5899963	92.5899963	5.67
-175	-61	107.0999985	107.0999985	6.56
-173	-61	107.0999985	107.0999985	6.56
-171	-61	123.6800003	123.6800003	7.57
-169	-61	123.6800003	123.6800003	7.57
-167	-61	144.5399933	144.5399933	8.85
-165	-61	144.5399933	144.5399933	8.85
-163	-61	144.1900024	144.1900024	8.83
-161	-61	144.1900024	144.1900024	8.83
-159	-61	208.2899933	208.2899933	12.75
-157	-61	208.2899933	208.2899933	12.75
-155	-61	510.9400024	510.9400024	31.28
-153	-61	510.9400024	510.9400024	31.28
-151	-61	206.8899994	206.8899994	12.67
-149	-61	206.8899994	206.8899994	12.67
-147	-61	206.8899994	206.8899994	12.67
-145	-61	145.0399933	145.0399933	8.88
-143	-61	145.0399933	145.0399933	8.88
-141	-61	114.8899994	114.8899994	7.03
-139	-61	114.8899994	114.8899994	7.03
-137	-61	96.7200012	96.7200012	5.92
-135	-61	96.7200012	96.7200012	5.92
-133	-61	85.5500031	85.5500031	5.24
-131	-61	85.5500031	85.5500031	5.24
-129	-61	77.0699997	77.0699997	4.72
-127	-61	77.0699997	77.0699997	4.72
-125	-61	74.2099991	74.2099991	4.54
-123	-61	74.2099991	74.2099991	4.54
-121	-61	73.7399979	73.7399979	4.51
-119	-61	73.7399979	73.7399979	4.51
-117	-61	68.7600021	68.7600021	4.21
-115	-61	68.7600021	68.7600021	4.21
-113	-61	64.8899994	64.8899994	3.97
-111	-61	64.8899994	64.8899994	3.97
-109	-61	63.9300003	63.9300003	3.91
-107	-61	63.9300003	63.9300003	3.91
-105	-61	65.6299973	65.6299973	4.02
-103	-61	65.6299973	65.6299973	4.02
-101	-61	66.5	66.5	4.07
-99	-61	66.5	66.5	4.07
-97	-61	64.75	64.75	3.96
-95	-61	64.75	64.75	3.96
-93	-61	61.5600014	61.5600014	3.77
-91	-61	61.5600014	61.5600014	3.77
-89	-61	61.5600014	61.5600014	3.77
-87	-61	62.5499992	62.5499992	3.83
-85	-61	62.5499992	62.5499992	3.83
-83	-61	70.4800034	70.4800034	4.32
-81	-61	70.4800034	70.4800034	4.32
-79	-61	71.7399979	71.7399979	4.39
-77	-61	71.7399979	71.7399979	4.39
-75	-61	77.4000015	77.4000015	4.74
-73	-61	77.4000015	77.4000015	4.74
-71	-61	98.1100006	98.1100006	6.01
-69	-61	98.1100006	98.1100006	6.01
-67	-61	102.7699966	102.7699966	6.29
-65	-61	102.7699966	102.7699966	6.29
-63	-61	97.8300018	97.8300018	5.99
-61	-61	97.8300018	97.8300018	5.99
-59	-61	94.5599976	94.5599976	5.79
-57	-61	94.5599976	94.5599976	5.79
-55	-61	94.5299988	94.5299988	5.79
-53	-61	94.5299988	94.5299988	5.79
-51	-61	93.6600037	93.6600037	5.73
-49	-61	93.6600037	93.6600037	5.73
-47	-61	93.2600021	93.2600021	5.71
-45	-61	93.2600021	93.2600021	5.71
-43	-61	94.3199997	94.3199997	5.77
-41	-61	94.3199997	94.3199997	5.77
-39	-61	96.1100006	96.1100006	5.88
-37	-61	96.1100006	96.1100006	5.88
-35	-61	133.5399933	133.5399933	8.18
-33	-61	133.5399933	133.5399933	8.18
-31	-61	140.5200043	140.5200043	8.6
-29	-61	140.5200043	140.5200043	8.6
-27	-61	140.5200043	140.5200043	8.6
-25	-61	116.9499969	116.9499969	7.16
-23	-61	116.9499969	116.9499969	7.16
-21	-61	183.5099945	183.5099945	11.24
-19	-61	183.5099945	183.5099945	11.24
-17	-61	111.5699997	111.5699997	6.83
-15	-61	111.5699997	111.5699997	6.83
-13	-61	82.6800003	82.6800003	5.06
-11	-61	82.6800003	82.6800003	5.06
-9	-61	69.2799988	69.2799988	4.24
-7	-61	69.2799988	69.2799988	4.24
-5	-61	62.0600014	62.0600014	3.8
-3	-61	62.0600014	62.0600014	3.8
-1	-61	60.6500015	60.6500015	3.71
1	-61	60.6500015	60.6500015	3.71
3	-61	67.2900009	58.5400009	41.5
5	-61	67.2900009	58.5400009	41.5
7	-61	67.1699982	57.8199997	41.5
9	-61	67.1699982	57.8199997	41.5
11	-61	67.2900009	57.3400002	41.5
13	-61	67.2900009	57.3400002	41.5
15	-61	67.4100037	58.5499992	41.5
17	-61	67.4100037	58.5499992	41.5
19	-61	63.6899986	57.4300003	41.5
21	-61	63.6899986	57.4300003	41.5
23	-61	63.6899986	53.1599998	41.5
25	-61	63.6899986	53.1599998	41.5
27	-61	63.5400009	53.4500008	41.5
29	-61	63.5400009	53.4500008	41.5
31	-61	63.5400009	53.4500008	41.5
33	-61	63.5400009	56.8600006	41.5
35	-61	63.5400009	56.8600006	41.5
37	-61	69.3000031	57.1899986	41.5
39	-61	69.3000031	57.1899986	41.5
41	-61	69.3000031	57.1699982	41.5
43	-61	69.3000031	57.1699982	41.5
45	-61	71	57.2000008	41.5
47	-61	71	57.2000008	41.5
49	-61	68.5800018	57.2000008	41.5
51	-61	68.5800018	57.2000008	41.5
53	-61	71	57.2000008	41.5
55	-61	71	57.2000008	41.5
57	-61	69.3000031	57.1500015	41.5
59	-61	69.3000031	57.1500015	41.5
61	-61	68.5999985	57.0800018	41.5
63	-61	68.5999985	57.0800018	41.5
65	-61	71	57.2000008	41.5
67	-61	71	57.2000008	41.5
69	-61	71	57.2000008	41.5
71	-61	71	57.2000008	41.5
73	-61	69.3000031	57.0699997	41.5
75	-61	69.3000031	57.0699997	41.5
77	-61	68.5999985	56.8100014	41.5
79	-61	68.5999985	56.8100014	41.5
81	-61	69.9199982	56.0699997	41.5
83	-61	69.9199982	56.0699997	41.5
85	-61	68.2699966	56.6699982	41.5
87	-61	68.2699966	56.6699982	41.5
89	-61	67.25	57.5900002	41.5
91	-61	67.25	57.5900002	41.5
93	-61	67.25	57.5900002	41.5
95	-61	65.9400024	58.4099998	41.5
97	-61	65.9400024	58.4099998	41.5
99	-61	68.75	68.75	4.21
101	-61	68.75	68.75	4.21
103	-61	76.1699982	76.1699982	4.66
105	-61	76.1699982	76.1699982	4.66
107	-61	79.5999985	79.5999985	4.87
109	-61	79.5999985	79.5999985	4.87
111	-61	79.3600006	79.3600006	4.86
113	-61	79.3600006	79.3600006	4.86
115	-61	78.2799988	78.2799988	4.79
117	-61	78.2799988	78.2799988	4.79
119	-61	76.9199982	76.9199982	4.71
121	-61	76.9199982	76.9199982	4.71
123	-61	75.0500031	75.0500031	4.59
125	-61	75.0500031	75.0500031	4.59
127	-61	74.5500031	74.5500031	4.56
129	-61	74.5500031	74.5500031	4.56
131	-61	74.7699966	74.7699966	4.58
133	-61	74.7699966	74.7699966	4.58
135	-61	74.5999985	74.5999985	4.57
137	-61	74.5999985	74.5999985	4.57
139	-61	76.9000015	76.9000015	4.71
141	-61	76.9000015	76.9000015	4.71
143	-61	93.0400009	93.0400009	5.7
145	-61	93.0400009	93.0400009	5.7
147	-61	115.2699966	115.2699966	7.06
149	-61	115.2699966	115.2699966	7.06
151	-61	115.2699966	115.2699966	7.06
153	-61	371.9700012	371.9700012	22.77
155	-61	371.9700012	371.9700012	22.77
157	-61	239.9299927	239.9299927	14.69
159	-61	239.9299927	239.9299927	14.69
161	-61	211.1699982	211.1699982	12.93
163	-61	211.1699982	211.1699982	12.93
165	-61	68.3700027	68.3700027	4.19
167	-61	68.3700027	68.3700027	4.19
169	-61	65.7300034	65.7300034	4.02
171	-61	65.7300034	65.7300034	4.02
173	-61	73	73	4.47
175	-61	73	73	4.47
177	-61	85.3199997	85.3199997	5.22
179	-61	85.3199997	85.3199997	5.22
-179	-59	76.5	76.5	4.68
-177	-59	76.5	76.5	4.68
-175	-59	77.9700012	77.9700012	4.77
-173	-59	77.9700012	77.9700012	4.77
-171	-59	83.9400024	83.9400024	5.14
-169	-59	83.9400024	83.9400024	5.14
-167	-59	91.0899963	91.0899963	5.58
-165	-59	91.0899963	91.0899963	5.58
-163	-59	104.9899979	104.9899979	6.43
-161	-59	104.9899979	104.9899979	6.43
-159	-59	129.3699951	129.3699951	7.92
-157	-59	129.3699951	129.3699951	7.92
-155	-59	188.6199951	188.6199951	11.55
-153	-59	188.6199951	188.6199951	11.55
-151	-59	466.2399902	466.2399902	28.55
-149	-59	331.6600037	331.6600037	20.31
-147	-59	331.6600037	331.6600037	20.31
-145	-59	159.5899963	159.5899963	9.77
-143	-59	159.5899963	159.5899963	9.77
-141	-59	121.4100037	121.4100037	7.43
-139	-59	121.4100037	121.4100037	7.43
-137	-59	105.4300003	105.4300003	6.46
-135	-59	105.4300003	105.4300003	6.46
-133	-59	105.5599976	105.5599976	6.46
-131	-59	105.5599976	105.5599976	6.46
-129	-59	95.8799973	95.8799973	5.87
-127	-59	95.8799973	95.8799973	5.87
-125	-59	88.8799973	88.8799973	5.44
-123	-59	88.8799973	88.8799973	5.44
-121	-59	80.9599991	80.9599991	4.96
-119	-59	80.9599991	80.9599991	4.96
-117	-59	74.7300034	74.7300034	4.58
-115	-59	74.7300034	74.7300034	4.58
-113	-59	74.2900009	74.2900009	4.55
-111	-59	74.2900009	74.2900009	4.55
-109	-59	79.1900024	79.1900024	4.85
-107	-59	79.1900024	79.1900024	4.85
-105	-59	80.2600021	80.2600021	4.91
-103	-59	80.2600021	80.2600021	4.91
-101	-59	76.6100006	76.6100006	4.69
-99	-59	76.6100006	76.6100006	4.69
-97	-59	69.8899994	69.8899994	4.28
-95	-59	69.8899994	69.8899994	4.28
-93	-59	66.0199966	66.0199966	4.04
-91	-59	66.0199966	66.0199966	4.04
-89	-59	62.8699989	62.8699989	3.85
-87	-59	61.5200005	61.5200005	3.77
-85	-59	61.5200005	61.5200005	3.77
-83	-59	68.5800018	68.5800018	4.2
-81	-59	68.5800018	68.5800018	4.2
-79	-59	74.6699982	74.6699982	4.57
-77	-59	74.6699982	74.6699982	4.57
-75	-59	84.2799988	84.2799988	5.16
-73	-59	84.2799988	84.2799988	5.16
-71	-59	107.3799973	107.3799973	6.57
-69	-59	107.3799973	107.3799973	6.57
-67	-59	112.0500031	112.0500031	6.86
-65	-59	112.0500031	112.0500031	6.86
-63	-59	146.2799988	146.2799988	8.96
-61	-59	146.2799988	146.2799988	8.96
-59	-59	127.0999985	127.0999985	7.78
-57	-59	127.0999985	127.0999985	7.78
-55	-59	101.1800003	101.1800003	6.19
-53	-59	101.1800003	101.1800003	6.19
-51	-59	96.1200027	96.1200027	5.88
-49	-59	96.1200027	96.1200027	5.88
-47	-59	95.9300003	95.9300003	5.87
-45	-59	95.9300003	95.9300003	5.87
-43	-59	105.9300003	105.9300003	6.49
-41	-59	105.9300003	105.9300003	6.49
-39	-59	122.4100037	122.4100037	7.49
-37	-59	122.4100037	122.4100037	7.49
-35	-59	126.7099991	126.7099991	7.76
-33	-59	126.7099991	126.7099991	7.76
-31	-59	268.7000122	268.7000122	16.45
-29	-59	122.2099991	122.2099991	7.48
-27	-59	122.2099991	122.2099991	7.48
-25	-59	90.2300034	90.2300034	5.52
-23	-59	90.2300034	90.2300034	5.52
-21	-59	173.4400024	173.4400024	10.62
-19	-59	173.4400024	173.4400024	10.62
-17	-59	176.5099945	176.5099945	10.81
-15	-59	176.5099945	176.5099945	10.81
-13	-59	142.9600067	142.9600067	8.75
-11	-59	142.9600067	142.9600067	8.75
-9	-59	94.8899994	94.8899994	5.81
-7	-59	94.8899994	94.8899994	5.81
-5	-59	77.7900009	77.7900009	4.76
-3	-59	77.7900009	77.7900009	4.76
-1	-59	67.6500015	67.6500015	4.14
1	-59	67.6500015	67.6500015	4.14
3	-59	63.9900017	63.9900017	3.92
5	-59	63.9900017	63.9900017	3.92
7	-59	67.4100037	58.5499992	41.5
9	-59	67.4100037	58.5499992	41.5
11	-59	67.2900009	58.3400002	41.5
13	-59	67.2900009	58.3400002	41.5
15	-59	62.6300011	62.6300011	3.83
17	-59	62.6300011	62.6300011	3.83
19	-59	62.8300018	62.8300018	3.85
21	-59	62.8300018	62.8300018	3.85
23	-59	61.75	61.75	3.78
25	-59	61.75	61.75	3.78
27	-59	60.1399994	60.1399994	3.68
29	-59	60.1399994	60.1399994	3.68
31	-59	63.5400009	52.9099998	41.5
33	-59	63.5400009	54.9599991	41.5
35	-59	63.5400009	54.9599991	41.5
37	-59	65.1399994	57.2999992	41.5
39	-59	65.1399994	57.2999992	41.5
41	-59	65.1399994	56.9300003	41.5
43	-59	65.1399994	56.9300003	41.5
45	-59	65.1399994	56.4199982	41.5
47	-59	65.1399994	56.4199982	41.5
49	-59	65.1399994	58.5	41.5
51	-59	65.1399994	58.5	41.5
53	-59	65.1399994	55.9900017	41.5
55	-59	65.1399994	55.9900017	41.5
57	-59	63.5400009	56.25	41.5
59	-59	63.5400009	56.25	41.5
61	-59	69.3000031	57.1899986	41.5
63	-59	69.3000031	57.1899986	41.5
65	-59	68.5999985	57.0699997	41.5
67	-59	68.5999985	57.0699997	41.5
69	-59	68.5999985	57.1100006	41.5
71	-59	68.5999985	57.1100006	41.5
73	-59	69.3000031	56.5200005	41.5
75	-59	69.3000031	56.5200005	41.5
77	-59	69.3000031	56.1500015	41.5
79	-59	69.3000031	56.1500015	41.5
81	-59	66.9400024	56.0499992	41.5
83	-59	66.9400024	56.0499992	41.5
85	-59	67.2200012	57.1899986	41.5
87	-59	67.2200012	57.1899986	41.5
89	-59	71.9400024	71.9400024	4.4
91	-59	75.9400024	75.9400024	4.65
93	-59	75.9400024	75.9400024	4.65
95	-59	77.0699997	77.0699997	4.72
97	-59	77.0699997	77.0699997	4.72
99	-59	79.9100037	79.9100037	4.89
101	-59	79.9100037	79.9100037	4.89
103	-59	84.3700027	84.3700027	5.17
105	-59	84.3700027	84.3700027	5.17
107	-59	86.9899979	86.9899979	5.33
109	-59	86.9899979	86.9899979	5.33
111	-59	87.1299973	87.1299973	5.33
113	-59	87.1299973	87.1299973	5.33
115	-59	86.4499969	86.4499969	5.29
117	-59	86.4499969	86.4499969	5.29
119	-59	85.9100037	85.9100037	5.26
121	-59	85.9100037	85.9100037	5.26
123	-59	86.2799988	86.2799988	5.28
125	-59	86.2799988	86.2799988	5.28
127	-59	86.7600021	86.7600021	5.31
129	-59	86.7600021	86.7600021	5.31
131	-59	86.9800034	86.9800034	5.33
133	-59	86.9800034	86.9800034	5.33
135	-59	86.6900024	86.6900024	5.31
137	-59	86.6900024	86.6900024	5.31
139	-59	86.7200012	86.7200012	5.31
141	-59	86.7200012	86.7200012	5.31
143	-59	107.9199982	107.9199982	6.61
145	-59	107.9199982	107.9199982	6.61
147	-59	148.2700043	148.2700043	9.08
149	-59	148.2700043	148.2700043	9.08
151	-59	229.9400024	229.9400024	14.08
153	-59	161.75	161.75	9.9
155	-59	161.75	161.75	9.9
157	-59	113.7600021	113.7600021	6.96
159	-59	113.7600021	113.7600021	6.96
161	-59	76.0699997	76.0699997	4.66
163	-59	76.0699997	76.0699997	4.66
165	-59	60.3699989	60.3699989	3.7
167	-59	60.3699989	60.3699989	3.7
169	-59	61.2700005	61.2700005	3.75
171	-59	61.2700005	61.2700005	3.75
173	-59	64.0100021	64.0100021	3.92
175	-59	64.0100021	64.0100021	3.92
177	-59	68.0199966	68.0199966	4.16
179	-59	68.0199966	68.0199966	4.16
-179	-57	64.8600006	64.8600006	3.97
-177	-57	64.8600006	64.8600006	3.97
-175	-57	67.0299988	67.0299988	4.1
-173	-57	67.0299988	67.0299988	4.1
-171	-57	70.2399979	70.2399979	4.3
-169	-57	70.2399979	70.2399979	4.3
-167	-57	80.1600037	80.1600037	4.91
-165	-57	88.8399963	88.8399963	5.44
-163	-57	88.8399963	88.8399963	5.44
-161	-57	99.6900024	99.6900024	6.1
-159	-57	99.6900024	99.6900024	6.1
-157	-57	122.1999969	122.1999969	7.48
-155	-57	122.1999969	122.1999969	7.48
-153	-57	169.5299988	169.5299988	10.38
-151	-57	169.5299988	169.5299988	10.38
-149	-57	340.1199951	340.1199951	20.82
-147	-57	340.1199951	340.1199951	20.82
-145	-57	478.7399902	478.7399902	29.31
-143	-57	227.6199951	227.6199951	13.94
-141	-57	227.6199951	227.6199951	13.94
-139	-57	343.7200012	343.7200012	21.04
-137	-57	343.7200012	343.7200012	21.04
-135	-57	180.5800018	180.5800018	11.06
-133	-57	180.5800018	180.5800018	11.06
-131	-57	133.4299927	133.4299927	8.17
-129	-57	133.4299927	133.4299927	8.17
-127	-57	106.7200012	106.7200012	6.53
-125	-57	106.7200012	106.7200012	6.53
-123	-57	104.9700012	104.9700012	6.43
-121	-57	126.8399963	126.8399963	7.77
-119	-57	126.8399963	126.8399963	7.77
-117	-57	128.0099945	128.0099945	7.84
-115	-57	128.0099945	128.0099945	7.84
-113	-57	110.4700012	110.4700012	6.76
-111	-57	110.4700012	110.4700012	6.76
-109	-57	97.2799988	97.2799988	5.96
-107	-57	97.2799988	97.2799988	5.96
-105	-57	88.9400024	88.9400024	5.45
-103	-57	88.9400024	88.9400024	5.45
-101	-57	82.1399994	82.1399994	5.03
-99	-57	75.0100021	75.0100021	4.59
-97	-57	75.0100021	75.0100021	4.59
-95	-57	69.4700012	69.4700012	4.25
-93	-57	69.4700012	69.4700012	4.25
-91	-57	66.5999985	66.5999985	4.08
-89	-57	66.5999985	66.5999985	4.08
-87	-57	65.8000031	65.8000031	4.03
-85	-57	65.8000031	65.8000031	4.03
-83	-57	74.0999985	74.0999985	4.54
-81	-57	74.0999985	74.0999985	4.54
-79	-57	81.3000031	81.3000031	4.98
-77	-57	89.8399963	89.8399963	5.5
-75	-57	89.8399963	89.8399963	5.5
-73	-57	101.9199982	101.9199982	6.24
-71	-57	101.9199982	101.9199982	6.24
-69	-57	103.25	103.25	6.32
-67	-57	103.25	103.25	6.32
-65	-57	105.0899963	105.0899963	6.43
-63	-57	105.0899963	105.0899963	6.43
-61	-57	131.8200073	131.8200073	8.07
-59	-57	131.8200073	131.8200073	8.07
-57	-57	164.5399933	164.5399933	10.07
-55	-57	147.2599945	147.2599945	9.02
-53	-57	147.2599945	147.2599945	9.02
-51	-57	149.5800018	149.5800018	9.16
-49	-57	149.5800018	149.5800018	9.16
-47	-57	114.1699982	114.1699982	6.99
-45	-57	114.1699982	114.1699982	6.99
-43	-57	108.3600006	108.3600006	6.63
-41	-57	108.3600006	108.3600006	6.63
-39	-57	145.1499939	145.1499939	8.89
-37	-57	145.1499939	145.1499939	8.89
-35	-57	143.0099945	143.0099945	8.76
-33	-57	303.8599854	303.8599854	18.6
-31	-57	303.8599854	303.8599854	18.6
-29	-57	120.9899979	120.9899979	7.41
-27	-57	120.9899979	120.9899979	7.41
-25	-57	66.2399979	66.2399979	4.06
-23	-57	66.2399979	66.2399979	4.06
-21	-57	72.7600021	72.7600021	4.45
-19	-57	72.7600021	72.7600021	4.45
-17	-57	79.4300003	79.4300003	4.86
-15	-57	79.4300003	79.4300003	4.86
-13	-57	96.7200012	96.7200012	5.92
-11	-57	151.4199982	151.4199982	9.27
-9	-57	151.4199982	151.4199982	9.27
-7	-57	230.1799927	230.1799927	14.09
-5	-57	230.1799927	230.1799927	14.09
-3	-57	108.3300018	108.3300018	6.63
-1	-57	108.3300018	108.3300018	6.63
1	-57	89.5899963	89.5899963	5.49
3	-57	89.5899963	89.5899963	5.49
5	-57	77.9199982	77.9199982	4.77
7	-57	77.9199982	77.9199982	4.77
9	-57	64.9000015	64.9000015	3.97
11	-57	64.9000015	64.9000015	3.97
13	-57	65.5299988	65.5299988	4.01
15	-57	72.0100021	72.0100021	4.41
17	-57	72.0100021	72.0100021	4.41
19	-57	73.1800003	73.1800003	4.48
21	-57	73.1800003	73.1800003	4.48
23	-57	69.2699966	69.2699966	4.24
25	-57	69.2699966	69.2699966	4.24
27	-57	65.4000015	65.4000015	4
29	-57	65.4000015	65.4000015	4
31	-57	63.6899986	55.7700005	41.5
33	-57	63.6899986	55.7700005	41.5
35	-57	87	16	41.5
37	-57	63.6899986	57.8400002	41.5
39	-57	63.6899986	57.8400002	41.5
41	-57	63.6899986	58.5	41.5
43	-57	63.6899986	58.5	41.5
45	-57	63.6899986	55.75	41.5
47	-57	63.6899986	55.75	41.5
49	-57	67.4100037	58.5499992	41.5
51	-57	67.4100037	58.5499992	41.5
53	-57	13.3999996	13.3999996	41.5
55	-57	13.3999996	13.3999996	41.5
57	-57	63.6899986	56.6100006	41.5
59	-57	65.1399994	56.8600006	41.5
61	-57	65.1399994	56.8600006	41.5
63	-57	68.0599976	56.7099991	41.5
65	-57	68.0599976	56.7099991	41.5
67	-57	68.5999985	56.3899994	41.5
69	-57	68.5999985	56.3899994	41.5
71	-57	68.5999985	56.2799988	41.5
73	-57	68.5999985	56.2799988	41.5
75	-57	69.3000031	56.25	41.5
77	-57	69.3000031	56.25	41.5
79	-57	69.3000031	56.2700005	41.5
81	-57	61.7400017	61.7400017	3.78
83	-57	61.7400017	61.7400017	3.78
85	-57	72.5500031	72.5500031	4.44
87	-57	72.5500031	72.5500031	4.44
89	-57	80.2699966	80.2699966	4.91
91	-57	80.2699966	80.2699966	4.91
93	-57	86.1600037	86.1600037	5.28
95	-57	86.1600037	86.1600037	5.28
97	-57	88.9599991	88.9599991	5.45
99	-57	88.9599991	88.9599991	5.45
101	-57	90.4400024	90.4400024	5.54
103	-57	92.6200027	92.6200027	5.67
105	-57	92.6200027	92.6200027	5.67
107	-57	96.7799988	96.7799988	5.93
109	-57	96.7799988	96.7799988	5.93
111	-57	97.6900024	97.6900024	5.98
113	-57	97.6900024	97.6900024	5.98
115	-57	96.7399979	96.7399979	5.92
117	-57	96.7399979	96.7399979	5.92
119	-57	95.5899963	95.5899963	5.85
121	-57	95.5899963	95.5899963	5.85
123	-57	95.8399963	95.8399963	5.87
125	-57	97.5800018	97.5800018	5.97
127	-57	97.5800018	97.5800018	5.97
129	-57	99.4199982	99.4199982	6.09
131	-57	99.4199982	99.4199982	6.09
133	-57	99.4599991	99.4599991	6.09
135	-57	99.4599991	99.4599991	6.09
137	-57	98.7799988	98.7799988	6.05
139	-57	98.7799988	98.7799988	6.05
141	-57	125.4899979	125.4899979	7.68
143	-57	125.4899979	125.4899979	7.68
145	-57	165.1000061	165.1000061	10.11
147	-57	225.8600006	225.8600006	13.83
149	-57	225.8600006	225.8600006	13.83
151	-57	115.5599976	115.5599976	7.07
153	-57	115.5599976	115.5599976	7.07
155	-57	109.5599976	109.5599976	6.71
157	-57	109.5599976	109.5599976	6.71
159	-57	88.1999969	88.1999969	5.4
161	-57	88.1999969	88.1999969	5.4
163	-57	78.0400009	78.0400009	4.78
165	-57	78.0400009	78.0400009	4.78
167	-57	43.75	43.75	41.5
169	-57	59.8100014	59.8100014	3.66
171	-57	59.8100014	59.8100014	3.66
173	-57	60.5299988	60.5299988	3.71
175	-57	60.5299988	60.5299988	3.71
177	-57	62.0400009	62.0400009	3.8
179	-57	62.0400009	62.0400009	3.8
-179	-55	60.8100014	60.8100014	3.72
-177	-55	60.8100014	60.8100014	3.72
-175	-55	61.9500008	61.9500008	3.79
-173	-55	64.5	64.5	3.95
-171	-55	64.5	64.5	3.95
