Longitude	Latitude	Mean_HF	Median_HF	Total_Erro
21	-11	61.1500015	60	41.5
23	-11	59.6800003	59.7400017	41.5
25	-11	60.0400009	54.0699997	41.5
27	-11	58.1699982	52.3199997	41.5
29	-11	60.1699982	52.3899994	41.5
31	-11	63.9599991	56.4799995	41.5
33	-11	59.6399994	52.0699997	41.5
35	-11	44.6800003	38	41.5
37	-11	56.8899994	56.5200005	41.5
39	-11	59.7099991	53.6699982	41.5
41	-11	24.7000008	24.7000008	41.5
43	-11	64.9700012	54.5800018	41.5
45	-11	62	62	41.5
47	-11	62.7599983	50.7000008	41.5
49	-11	67.4899979	52.0099983	41.5
51	-11	59.8400002	59.8400002	3.66
53	-11	60.2900009	60.2900009	3.69
55	-11	60.7400017	60.7400017	3.72
57	-11	59.8600006	59.8600006	3.67
59	-11	47.1599998	53.5499992	31.19
61	-11	63.8600006	63.8600006	3.91
63	-11	77.2799988	77.2799988	4.73
65	-11	126.2300034	126.2300034	7.73
67	-11	230.4100037	230.4100037	14.11
69	-11	108.2399979	108.2399979	6.63
71	-11	83.7099991	83.7099991	5.13
73	-11	67.6500015	67.6500015	4.14
75	-11	65.5400009	65.5400009	4.01
77	-11	65.1999969	65.1999969	3.99
79	-11	64.2699966	64.2699966	3.93
81	-11	62.4199982	62.4199982	3.82
83	-11	61.5200005	61.5200005	3.77
85	-11	63.4500008	63.4500008	3.88
87	-11	64.6500015	64.6500015	3.96
89	-11	71.1399994	71.1399994	4.36
91	-11	67.2399979	67.2399979	4.12
93	-11	65.0699997	65.0699997	3.98
95	-11	63.2799988	63.2799988	3.87
97	-11	61.2999992	61.2999992	3.75
99	-11	150	150	41.5
101	-11	69.6999969	69.6999969	41.5
103	-11	161	161	41.5
105	-11	66.3399963	57.0800018	41.5
107	-11	69.3000031	57.1500015	41.5
109	-11	78.1500015	78.1500015	41.5
111	-11	36.7000008	36.7000008	41.5
113	-11	37.0299988	39.9000015	8.8
115	-11	28.5599995	28.3799992	23.94
117	-11	69.3899994	55.7799988	41.5
119	-11	60.0299988	59.2999992	41.5
121	-11	60.0299988	59.2999992	41.5
123	-11	88	88	41.5
125	-11	69.8199997	61.9500008	41.5
127	-11	75.9499969	62	41.5
129	-11	75.9499969	62	41.5
131	-11	68.6900024	61.75	41.5
133	-11	65.7600021	61.1300011	41.5
135	-11	67.2799988	61.5	41.5
137	-11	69.7099991	61.7799988	41.5
139	-11	75.9499969	62	41.5
141	-11	75.9499969	62	41.5
143	-11	69.2099991	61.1199989	41.5
145	-11	75.9499969	62	41.5
147	-11	64.8700027	64.8700027	3.97
149	-11	65.3099976	65.3099976	4
151	-11	71.5299988	71.5299988	4.38
153	-11	74.0999985	74.0999985	4.54
155	-11	68.8199997	68.8199997	4.21
157	-11	83.6800003	69.9599991	41.5
159	-11	56.0499992	56.0499992	41.5
161	-11	78.0899963	60.3800011	41.5
163	-11	79.8799973	61.7099991	41.5
165	-11	57.5800018	57.3300018	1.41
167	-11	118	118	41.5
169	-11	314.0599976	314.0599976	19.23
171	-11	193.8399963	193.8399963	11.87
173	-11	46.5099983	55.5	44.28
175	-11	54.6300011	52	41.5
177	-11	66.5	66.5	41.5
179	-11	68.2200012	56.7799988	41.5
-179	-9	56.0499992	56.0499992	41.5
-177	-9	71	57.2000008	41.5
-175	-9	81.0999985	81.0999985	41.5
-173	-9	66.1100006	56.6899986	41.5
-171	-9	64.5899963	56.9900017	41.5
-169	-9	71	57.2000008	41.5
-167	-9	71	57.2000008	41.5
-165	-9	69.3000031	57.1500015	41.5
-163	-9	69.3000031	57.2000008	41.5
-161	-9	64.6600037	55.4799995	41.5
-159	-9	62.4399986	53.2999992	41.5
-157	-9	62.7900009	53.3199997	41.5
-155	-9	59.7200012	52.9000015	41.5
-153	-9	61.6699982	52.9599991	41.5
-151	-9	60.1500015	60.1500015	41.5
-149	-9	64.1800003	52.9099998	41.5
-147	-9	63.6899986	57.8499985	41.5
-145	-9	60.3100014	60.3100014	3.69
-143	-9	62.9099998	62.9099998	3.85
-141	-9	66.6299973	66.6299973	4.08
-139	-9	69.9199982	69.9199982	4.28
-137	-9	71.9199982	71.9199982	4.4
-135	-9	73.4000015	73.4000015	4.49
-133	-9	75	75	4.59
-131	-9	76.75	76.75	4.7
-129	-9	80.8000031	80.8000031	4.95
-127	-9	86.4199982	86.4199982	5.29
-125	-9	91.6200027	91.6200027	5.61
-123	-9	97.9100037	97.9100037	5.99
-121	-9	105.75	105.75	6.47
-119	-9	128.2200012	128.2200012	7.85
-117	-9	157.5500031	157.5500031	9.65
-115	-9	192.4400024	192.4400024	11.78
-113	-9	259.1000061	259.1000061	15.86
-111	-9	560.539978	560.539978	34.32
-109	-9	610.9000244	610.9000244	37.4
-107	-9	288.3500061	288.3500061	17.65
-105	-9	172.7799988	172.7799988	10.58
-103	-9	125	125	7.65
-101	-9	132.6600037	132.6600037	8.12
-99	-9	149.5800018	149.5800018	9.16
-97	-9	189.8600006	189.8600006	11.62
-95	-9	165.1199951	165.1199951	10.11
-93	-9	130.8800049	130.8800049	8.01
-91	-9	115.6699982	115.6699982	7.08
-89	-9	115.6699982	115.6699982	7.08
-87	-9	105.3899994	105.3899994	6.45
-85	-9	99.8700027	99.8700027	6.11
-83	-9	95.5400009	95.5400009	5.85
-81	-9	91.7399979	91.7399979	5.62
-79	-9	85.7300034	85.7300034	5.25
-77	-9	74.0699997	64.0800018	41.5
-75	-9	62.0900002	58.2700005	41.5
-73	-9	61.2599983	62.7799988	41.5
-71	-9	63.7599983	60.6100006	41.5
-69	-9	61.5699997	60	41.5
-67	-9	57.8600006	59.8400002	41.5
-65	-9	60.1100006	55.4199982	41.5
-63	-9	61.4900017	56.2999992	41.5
-61	-9	59.1399994	51.9199982	41.5
-59	-9	51.4799995	49.6399994	41.5
-57	-9	49.3899994	46.5	41.5
-55	-9	46.5200005	46.3100014	41.5
-53	-9	58.1399994	43.9900017	41.5
-51	-9	58.4799995	44.8400002	41.5
-49	-9	56.9099998	50.1199989	41.5
-47	-9	42	42	41.5
-45	-9	73.6699982	77	41.5
-43	-9	61.9099998	56.9500008	41.5
-41	-9	61.3899994	60.9199982	41.5
-39	-9	40.25	36	41.5
-37	-9	60.9700012	59.0999985	41.5
-35	-9	74.5	66	41.5
-33	-9	69	69	41.5
-31	-9	74.8000031	57.4000015	41.5
-29	-9	67.4100037	58.5499992	41.5
-27	-9	59.7000008	59.7000008	3.66
-25	-9	62.7400017	62.7400017	3.84
-23	-9	67.7399979	67.7399979	4.15
-21	-9	74.6399994	74.6399994	4.57
-19	-9	84.75	84.75	5.19
-17	-9	105.6299973	105.6299973	6.47
-15	-9	160.0899963	160.0899963	9.8
-13	-9	356.6300049	356.6300049	21.83
-11	-9	131.8000031	131.8000031	8.07
-9	-9	99.6600037	99.6600037	6.1
-7	-9	84.8700027	84.8700027	5.2
-5	-9	74.1900024	74.1900024	4.54
-3	-9	65.2600021	65.2600021	4
-1	-9	60.2400017	60.2400017	3.69
1	-9	61.6300011	61.5	41.5
3	-9	48.4300003	50.0999985	41.5
5	-9	56.75	56.75	41.5
7	-9	59	59	41.5
9	-9	48.7999992	48.7999992	41.5
11	-9	72.7900009	52.5	41.5
13	-9	65.6100006	59.7400017	41.5
15	-9	58.2999992	49.3199997	41.5
17	-9	59.2900009	54.7700005	41.5
19	-9	61.1500015	59.4700012	41.5
21	-9	61.7799988	59.8600006	41.5
23	-9	61.7799988	59.5900002	41.5
25	-9	58.7400017	56.0999985	41.5
27	-9	60.2400017	53.4799995	41.5
29	-9	57.75	52.7400017	41.5
31	-9	58.3100014	54.5699997	41.5
33	-9	64.3000031	60.6199989	41.5
35	-9	8	8	41.5
37	-9	60.8199997	55.8600006	41.5
39	-9	56	56	41.5
41	-9	64.4199982	52.0800018	41.5
43	-9	62.9000015	62.9000015	41.5
45	-9	28.9500008	28.9500008	41.5
47	-9	63.2599983	52.4599991	41.5
49	-9	64.0699997	55.1599998	41.5
51	-9	60.6300011	60.6300011	3.71
53	-9	60.7999992	60.7999992	3.72
55	-9	59.9799995	59.9799995	3.67
57	-9	65.1999969	65.1500015	41.5
59	-9	62.2099991	62.2099991	3.81
61	-9	67.6600037	67.6600037	4.14
63	-9	76.5899963	76.5899963	4.69
65	-9	106.5199966	106.5199966	6.52
67	-9	221.8399963	221.8399963	13.58
69	-9	94.4499969	94.4499969	5.78
71	-9	77.8300018	77.8300018	4.77
73	-9	65.4599991	65.4599991	4.01
75	-9	63.5099983	63.5099983	3.89
77	-9	63.3199997	63.3199997	3.88
79	-9	61.9500008	61.9500008	3.79
81	-9	60.6899986	60.6899986	3.72
83	-9	60.7900009	60.7900009	3.72
85	-9	62.75	62.75	3.84
87	-9	65.4000015	65.4000015	4
89	-9	70.6999969	70.6999969	4.33
91	-9	70.6999969	70.6999969	4.33
93	-9	68.9700012	68.9700012	4.22
95	-9	66.1500015	66.1500015	4.05
97	-9	64.6399994	64.6399994	3.96
99	-9	61.7400017	61.7400017	3.78
101	-9	67.4100037	58.5499992	41.5
103	-9	39.9700012	50	41.5
105	-9	118	118	41.5
107	-9	74.5899963	58.9099998	41.5
109	-9	74.5899963	60.9099998	41.5
111	-9	34.5299988	32.5499992	41.5
113	-9	73.1900024	62.2000008	41.5
115	-9	15	15	41.5
117	-9	83.9300003	66.2799988	41.5
119	-9	72.1399994	66.4199982	41.5
121	-9	72.1399994	65.6100006	41.5
123	-9	83.9300003	64.5299988	41.5
125	-9	70.3600006	62.8100014	41.5
127	-9	68.5999985	68.5999985	41.5
129	-9	70.9000015	70.9000015	41.5
131	-9	70.25	61.9399986	41.5
133	-9	75.9499969	62	41.5
135	-9	75.9499969	62	41.5
137	-9	75.9499969	62	41.5
139	-9	73.1999969	62.6699982	41.5
141	-9	74.7099991	63.6500015	41.5
143	-9	70.1999969	63.8600006	41.5
145	-9	71.7300034	62.0499992	41.5
147	-9	73.2600021	67.7600021	41.5
149	-9	67.7900009	67.7900009	4.15
151	-9	74.8700027	74.8700027	4.58
153	-9	76.3099976	76.3099976	4.67
155	-9	73.1600037	73.1600037	4.48
157	-9	63.7599983	51.5299988	27.29
159	-9	48.4199982	33	41.5
161	-9	84.7900009	65.2600021	41.5
163	-9	76.6900024	58.1500015	41.5
165	-9	73.8099976	59.4500008	41.5
167	-9	27	27	41.5
169	-9	52.7000008	63	72.78
171	-9	52.1500015	52.1500015	41.5
173	-9	71	57.2000008	41.5
175	-9	60.3800011	56.75	41.5
177	-9	52.4799995	50	41.5
179	-9	77.3600006	57.0800018	41.5
-179	-7	58.0999985	58.0999985	41.5
-177	-7	71	57.2000008	41.5
-175	-7	69.3000031	57.1699982	41.5
-173	-7	68.5999985	56.8800011	41.5
-171	-7	71	57.2000008	41.5
-169	-7	71	57.2000008	41.5
-167	-7	69.3000031	57.0900002	41.5
-165	-7	69.3000031	56.9399986	41.5
-163	-7	10	10	41.5
-161	-7	64.6600037	55.2200012	41.5
-159	-7	61.6699982	52.9700012	41.5
-157	-7	59.7200012	52.9000015	41.5
-155	-7	59.7200012	52.9000015	41.5
-153	-7	61.6699982	53.3899994	41.5
-151	-7	64.1800003	53.3800011	41.5
-149	-7	63.6899986	53.3400002	41.5
-147	-7	63.6899986	58.5	41.5
-145	-7	60.4300003	60.4300003	3.7
-143	-7	63.2999992	63.2999992	3.88
-141	-7	67.0699997	67.0699997	4.11
-139	-7	70.3000031	70.3000031	4.3
-137	-7	72.0699997	72.0699997	4.41
-135	-7	73.5199966	73.5199966	4.5
-133	-7	75.0800018	75.0800018	4.6
-131	-7	76.7900009	76.7900009	4.7
-129	-7	80.9100037	80.9100037	4.95
-127	-7	86.4300003	86.4300003	5.29
-125	-7	91.0100021	91.0100021	5.57
-123	-7	96.4300003	96.4300003	5.9
-121	-7	102.9300003	102.9300003	6.3
-119	-7	112.9199982	112.9199982	6.91
-117	-7	142.1699982	142.1699982	8.7
-115	-7	169.6000061	169.6000061	10.38
-113	-7	193.3999939	193.3999939	11.84
-111	-7	225.0899963	225.0899963	13.78
-109	-7	512.6300049	512.6300049	31.39
-107	-7	615.8699951	615.8699951	37.71
-105	-7	272.3900146	272.3900146	16.68
-103	-7	153.2200012	153.2200012	9.38
-101	-7	151.9100037	151.9100037	9.3
-99	-7	190.1799927	190.1799927	11.64
-97	-7	175.75	175.75	10.76
-95	-7	147.8099976	147.8099976	9.05
-93	-7	130.5899963	130.5899963	8
-91	-7	117.8099976	117.8099976	7.21
-89	-7	106.7900009	106.7900009	6.54
-87	-7	100.3899994	100.3899994	6.15
-85	-7	95.6100006	95.6100006	5.85
-83	-7	91.7699966	91.7699966	5.62
-81	-7	90.2399979	90.2399979	5.53
-79	-7	39	39	41.5
-77	-7	64.1299973	60.6699982	41.5
-75	-7	61.9799995	62.2700005	41.5
-73	-7	63.7599983	61.4000015	41.5
-71	-7	63.7599983	61.3300018	41.5
-69	-7	63.7599983	61.2900009	41.5
-67	-7	63.7599983	60.7599983	41.5
-65	-7	63.7599983	60.0400009	41.5
-63	-7	62.5800018	61.5900002	41.5
-61	-7	60.9799995	52.1800003	41.5
-59	-7	48.2700005	49.4900017	41.5
-57	-7	48.8699989	43.4599991	41.5
-55	-7	48.5499992	40.7599983	41.5
-53	-7	50.9099998	41.0699997	41.5
-51	-7	47.2999992	42.0200005	41.5
-49	-7	57	54.5800018	41.5
-47	-7	57.7599983	57	14.38
-45	-7	65	65	41.5
-43	-7	56.8499985	53.5200005	41.5
-41	-7	58.9799995	57.8800011	41.5
-39	-7	124	124	41.5
-37	-7	67	67	41.5
-35	-7	52.2299995	67.5	73.75
-33	-7	63.6899986	53.0099983	41.5
-31	-7	92.1399994	60	73.54
-29	-7	53	53	41.5
-27	-7	67.4100037	58.5499992	41.5
-25	-7	61.1199989	61.1199989	3.74
-23	-7	65.5	65.5	4.01
-21	-7	72.4000015	72.4000015	4.43
-19	-7	81.6699982	81.6699982	5
-17	-7	98.1800003	98.1800003	6.01
-15	-7	183.5399933	183.5399933	11.24
-13	-7	234.8099976	234.8099976	14.38
-11	-7	137.4100037	137.4100037	8.41
-9	-7	91.9800034	91.9800034	5.63
-7	-7	77.5599976	77.5599976	4.75
-5	-7	68.0999985	68.0999985	4.17
-3	-7	61.7099991	61.7099991	3.78
-1	-7	67.1699982	58.1399994	41.5
1	-7	67.1699982	58.1399994	41.5
3	-7	67.2200012	58.25	41.5
5	-7	63.6899986	55.4599991	41.5
7	-7	69.4499969	67.75	41.5
9	-7	59.7200012	52.9000015	41.5
11	-7	50.9000015	49.5	41.5
13	-7	65.5699997	60.8899994	41.5
15	-7	67.5999985	51.8400002	41.5
17	-7	57.9900017	55.7400017	41.5
19	-7	61.1500015	58.7099991	41.5
21	-7	59.5800018	58.2299995	41.5
23	-7	56.75	52.3199997	41.5
25	-7	54.6699982	53.9900017	41.5
27	-7	58.0999985	52.9399986	41.5
29	-7	59.6800003	51.2999992	41.5
31	-7	33.6699982	35	41.5
33	-7	57.7200012	49.8300018	41.5
35	-7	61.9099998	45.5800018	41.5
37	-7	23	23	41.5
39	-7	66	66	41.5
41	-7	62.3899994	74.5	141.12
43	-7	57.7900009	52.5200005	41.5
45	-7	62.1899986	53.2000008	41.5
47	-7	62.7900009	54.4199982	41.5
49	-7	63.8100014	52.9399986	41.5
51	-7	59.8400002	59.8400002	3.66
53	-7	60.0800018	60.0800018	3.68
55	-7	59.8300018	59.8300018	3.66
57	-7	60.0499992	60.0499992	3.68
59	-7	61.1899986	61.1899986	3.75
61	-7	65.5	65.5	4.01
63	-7	71.4800034	71.4800034	4.38
65	-7	80.75	80.75	4.94
67	-7	119.0599976	119.0599976	7.29
69	-7	272.9700012	272.9700012	16.71
71	-7	95.8099976	95.8099976	5.87
73	-7	71.8199997	71.8199997	4.4
75	-7	62.7000008	62.7000008	3.84
77	-7	61.6500015	61.6500015	3.77
79	-7	61.3800011	61.3800011	3.76
81	-7	60.2900009	60.2900009	3.69
83	-7	59.8899994	59.8899994	3.67
85	-7	61.3400002	61.3400002	3.76
87	-7	62.0900002	62.0900002	3.8
89	-7	66.0100021	66.0100021	4.04
91	-7	69.4599991	69.4599991	4.25
93	-7	71.3399963	71.3399963	4.37
95	-7	67.4899979	67.4899979	4.13
97	-7	65.6500015	65.6500015	4.02
99	-7	60.9300003	60.9300003	3.73
101	-7	44.6500015	39	41.5
103	-7	79.8499985	81.8000031	66.84
105	-7	24.8299999	24.1499996	41.5
107	-7	91.2699966	71	26.33
109	-7	85.9899979	79	12.09
111	-7	66.75	81	44.45
113	-7	76.0599976	83.5	36.87
115	-7	69.6699982	68	41.5
117	-7	86.3300018	91	41.5
119	-7	72.1800003	61.7700005	41.5
121	-7	71.0999985	71.0999985	41.5
123	-7	73.9100037	58.9700012	41.5
125	-7	103	103	41.5
127	-7	349.25	349.25	21.38
129	-7	285.2600098	285.2600098	17.46
131	-7	164.3000031	164.3000031	10.06
133	-7	70.1600037	61.9500008	41.5
135	-7	71.7300034	62.5099983	41.5
137	-7	75.9499969	62	41.5
139	-7	73.1999969	65.1500015	41.5
141	-7	70.8199997	66.7399979	41.5
143	-7	69.7399979	68.5299988	41.5
145	-7	69.9100037	64.3899994	41.5
147	-7	71.9700012	69.9400024	41.5
149	-7	44.9000015	44.9000015	41.5
151	-7	66.6399994	66.6399994	4.08
153	-7	72.9000015	72.9000015	4.46
155	-7	75.2200012	75.2200012	4.61
157	-7	16.0799999	15	41.5
159	-7	16.5	11	41.5
161	-7	35.7999992	26.3999996	41.5
163	-7	34.9000015	34.9000015	41.5
165	-7	71	57.2000008	41.5
167	-7	49	49	41.5
169	-7	64.2099991	57.0699997	41.5
171	-7	63.5400009	56.5999985	41.5
173	-7	51	51	41.5
175	-7	33.9500008	34	41.5
177	-7	70.3399963	56.4500008	41.5
179	-7	69.3399963	56.4799995	41.5
-179	-5	53.7999992	53.7999992	41.5
-177	-5	63.5400009	56.5499992	41.5
-175	-5	69.3000031	57.0999985	41.5
-173	-5	66.1100006	57.0699997	41.5
-171	-5	66.1100006	57.1300011	41.5
-169	-5	71	57.2000008	41.5
-167	-5	69.3000031	56.9799995	41.5
-165	-5	22.7999992	22.7999992	41.5
-163	-5	48	48	41.5
-161	-5	64.9800034	54.7099991	41.5
-159	-5	29.8500004	29.8500004	41.5
-157	-5	62.4399986	53.0800018	41.5
-155	-5	38	38	41.5
-153	-5	64.1800003	53.6699982	41.5
-151	-5	64.1800003	57.7200012	41.5
-149	-5	31.0300007	31.1000004	0.32
-147	-5	67.4100037	58.5499992	41.5
-145	-5	60.1899986	60.1899986	3.69
-143	-5	63.0099983	63.0099983	3.86
-141	-5	67.7099991	67.7099991	4.15
-139	-5	70.9000015	70.9000015	4.34
-137	-5	72.3799973	72.3799973	4.43
-135	-5	73.8300018	73.8300018	4.52
-133	-5	75.3600006	75.3600006	4.61
-131	-5	77.1699982	77.1699982	4.72
-129	-5	81.9199982	81.9199982	5.02
-127	-5	87.0500031	87.0500031	5.33
-125	-5	91.2300034	91.2300034	5.59
-123	-5	96.1399994	96.1399994	5.89
-121	-5	101.9199982	101.9199982	6.24
-119	-5	109.6699982	109.6699982	6.71
-117	-5	138.6499939	138.6499939	8.49
-115	-5	156.7899933	156.7899933	9.6
-113	-5	169.1900024	169.1900024	10.36
-111	-5	193.1600037	193.1600037	11.83
-109	-5	263.5400085	263.5400085	16.14
-107	-5	650.0700073	650.0700073	39.8
-105	-5	458.1700134	458.1700134	28.05
-103	-5	266.9899902	266.9899902	16.35
-101	-5	188.4100037	188.4100037	11.54
-99	-5	189.3200073	189.3200073	11.59
-97	-5	164.4299927	164.4299927	10.07
-95	-5	143.8800049	143.8800049	8.81
-93	-5	130.1000061	130.1000061	7.97
-91	-5	117.0999985	117.0999985	7.17
-89	-5	106.0999985	106.0999985	6.5
-87	-5	99.6200027	99.6200027	6.1
-85	-5	94.4800034	94.4800034	5.78
-83	-5	90.6900024	90.6900024	5.55
-81	-5	33.3300018	35	41.5
-79	-5	62.0900002	57.7900009	41.5
-77	-5	55	55	41.5
-75	-5	55	55	41.5
-73	-5	63.7599983	61.25	41.5
-71	-5	63.5999985	61.4300003	41.5
-69	-5	71.5	71.5	41.5
-67	-5	52	52	41.5
-65	-5	63.5999985	62.7700005	41.5
-63	-5	29	29	41.5
-61	-5	62.1199989	61.5400009	41.5
-59	-5	53	53	41.5
-57	-5	61	61	41.5
-55	-5	52.3199997	42.1899986	41.5
-53	-5	49.3899994	46.7000008	41.5
-51	-5	47.4599991	47.7299995	41.5
-49	-5	47	47	41.5
-47	-5	46	46	41.5
-45	-5	71	71	41.5
-43	-5	58.5900002	53.6699982	41.5
-41	-5	56.8499985	57.9099998	41.5
-39	-5	90.1100006	89.5	7.09
-37	-5	69.2300034	73	30.74
-35	-5	89.0999985	85.1999969	41.5
-33	-5	63.6899986	53.0099983	41.5
-31	-5	63.6899986	57.6800003	41.5
-29	-5	63	63	41.5
-27	-5	75	75	41.5
-25	-5	61.3800011	61.3800011	3.76
-23	-5	66.3399963	66.3399963	4.06
-21	-5	73.6800003	73.6800003	4.51
-19	-5	83.9000015	83.9000015	5.14
-17	-5	102.1299973	102.1299973	6.25
-15	-5	140.1199951	140.1199951	8.58
-13	-5	345.9200134	345.9200134	21.18
-11	-5	165.7799988	165.7799988	10.15
-9	-5	106.3700027	106.3700027	6.51
-7	-5	87.4700012	87.4700012	5.36
-5	-5	73.8600006	73.8600006	4.52
-3	-5	66.1900024	66.1900024	4.05
-1	-5	62.0499992	62.0499992	3.8
1	-5	62.0499992	62.0499992	3.8
3	-5	63.9799995	63.7999992	41.5
5	-5	59.0499992	59.0499992	41.5
7	-5	61	61	41.5
9	-5	59.7200012	52.9000015	41.5
11	-5	69.0299988	54.4799995	41.5
13	-5	64.5199966	58.4399986	41.5
15	-5	68.0999985	50.8499985	41.5
17	-5	60.5900002	59.3899994	41.5
19	-5	61.1500015	57.3199997	41.5
21	-5	61.1500015	57.2999992	41.5
23	-5	57.4500008	56.0499992	41.5
25	-5	59.7400017	55.9900017	41.5
27	-5	56.7000008	54.2700005	41.5
29	-5	56.5	54.7299995	41.5
31	-5	85.9800034	46.5	78.96
33	-5	63.8400002	51.4000015	41.5
35	-5	42.3300018	38	30.49
37	-5	41	41	41.5
39	-5	50	50	41.5
41	-5	75.6600037	74	9.2
43	-5	53.0699997	53	41.5
45	-5	59.5099983	50.1800003	41.5
47	-5	57.7900009	50.5299988	41.5
49	-5	60.6899986	52.8199997	41.5
51	-5	60.0299988	60.0299988	3.68
53	-5	60.6199989	60.6199989	3.71
55	-5	60.5600014	60.5600014	3.71
57	-5	61.7099991	61.7099991	3.78
59	-5	63.2999992	63.2999992	3.88
61	-5	66.75	66.75	4.09
63	-5	73.3199997	73.3199997	4.49
65	-5	85.5199966	85.5199966	5.24
67	-5	124.5100021	124.5100021	7.62
69	-5	270.5599976	270.5599976	16.57
71	-5	106.5100021	106.5100021	6.52
73	-5	71.4499969	71.4499969	4.37
75	-5	60.5200005	60.5200005	3.71
77	-5	60.1699982	60.1699982	3.68
79	-5	60.0999985	60.0999985	3.68
81	-5	59.6500015	59.6500015	3.65
83	-5	67.2900009	57.3199997	41.5
85	-5	60.7000008	60.7000008	3.72
87	-5	61.3499985	61.3499985	3.76
89	-5	64.5500031	64.5500031	3.95
91	-5	68.3099976	68.3099976	4.18
93	-5	74.4899979	74.4899979	4.56
95	-5	69.6999969	69.6999969	4.27
97	-5	67.4800034	67.4800034	4.13
99	-5	61.0200005	61.0200005	3.74
101	-5	66.5	81.1999969	87.15
103	-5	70.7699966	63.7400017	41.5
105	-5	104.9599991	106.5	7.48
107	-5	79.1900024	76.5	41.5
109	-5	71.9000015	66.5	41.5
111	-5	53	53	41.5
113	-5	84.25	81.5	41.5
115	-5	84	84	41.5
117	-5	76.9800034	62.0200005	41.5
119	-5	7	7	41.5
121	-5	4.5	4.5	41.5
123	-5	53	53	41.5
125	-5	154	154	41.5
127	-5	210.1300049	210.1300049	12.87
129	-5	330.9200134	330.9200134	20.26
131	-5	337.0100098	337.0100098	20.63
133	-5	68.3499985	61.75	41.5
135	-5	46	46	41.5
137	-5	67.5100021	64.0599976	41.5
139	-5	72.4899979	72.4899979	4.44
141	-5	69.5800018	69.5800018	4.26
143	-5	60.8600006	60.8600006	3.73
145	-5	72.2099991	68.9800034	41.5
147	-5	107	107	41.5
149	-5	37.8499985	37.8499985	41.5
151	-5	85.8600006	74.9300003	41.5
153	-5	38.1300011	39	41.5
155	-5	34.9000015	34.9000015	41.5
157	-5	74.0100021	56.0900002	41.5
159	-5	84.2399979	56.1100006	41.5
161	-5	63.3499985	56.1300011	41.5
163	-5	62.5400009	55.4599991	41.5
165	-5	64.6600037	54.7700005	41.5
167	-5	21	21	41.5
169	-5	62.6699982	59	41.5
171	-5	61.6699982	54.5	41.5
173	-5	59.7200012	52.9000015	41.5
175	-5	62.7900009	53.3600006	41.5
177	-5	68.25	53.5699997	41.5
179	-5	59.7200012	52.9000015	41.5
-179	-3	59.7200012	52.9000015	41.5
-177	-3	63.5400009	53.9799995	41.5
-175	-3	63.5400009	57.1899986	41.5
-173	-3	69.3000031	57.1899986	41.5
-171	-3	64.9199982	56.7900009	41.5
-169	-3	69.75	69.75	41.5
-167	-3	71	57.2000008	41.5
-165	-3	71	57.2000008	41.5
-163	-3	71	57.2000008	41.5
-161	-3	64.2099991	53.7099991	41.5
-159	-3	59.7200012	52.9000015	41.5
-157	-3	59.7200012	52.9000015	41.5
-155	-3	62.7900009	53.0800018	41.5
-153	-3	63.6899986	53.4300003	41.5
-151	-3	63.6899986	58.5299988	41.5
-149	-3	67.4100037	58.5499992	41.5
-147	-3	67.4100037	58.5499992	41.5
-145	-3	59.8499985	59.8499985	3.66
-143	-3	61.2299995	61.2299995	3.75
-141	-3	63.7000008	63.7000008	3.9
-139	-3	68.1200027	68.1200027	4.17
-137	-3	72.3000031	72.3000031	4.43
-135	-3	74.4100037	74.4100037	4.56
-133	-3	76.4800034	76.4800034	4.68
-131	-3	78.6500015	78.6500015	4.82
-129	-3	82.5100021	82.5100021	5.05
-127	-3	87.0100021	87.0100021	5.33
-125	-3	90.7799988	90.7799988	5.56
-123	-3	95.1399994	95.1399994	5.83
-121	-3	100.25	100.25	6.14
-119	-3	106.1600037	106.1600037	6.5
-117	-3	118.8499985	118.8499985	7.28
-115	-3	134.4299927	134.4299927	8.23
-113	-3	145.2700043	145.2700043	8.89
-111	-3	161.4400024	161.4400024	9.88
-109	-3	188.8999939	188.8999939	11.57
-107	-3	218.3200073	218.3200073	13.37
-105	-3	295.1300049	295.1300049	18.07
-103	-3	734.4899902	734.4899902	44.97
-101	-3	334.2200012	334.2200012	20.46
-99	-3	208.6900024	208.6900024	12.78
-97	-3	156.2700043	156.2700043	9.57
-95	-3	145.5099945	145.5099945	8.91
-93	-3	132.9700012	132.9700012	8.14
-91	-3	120.5699997	120.5699997	7.38
-89	-3	114.6200027	114.6200027	7.02
-87	-3	112.2600021	112.2600021	6.87
-85	-3	107.6900024	107.6900024	6.59
-83	-3	97.3399963	97.3399963	5.96
-81	-3	91.9000015	91.9000015	5.63
-79	-3	60.5	60.5	41.5
-77	-3	62.6500015	61.4300003	41.5
-75	-3	51.6699982	52	41.5
-73	-3	62.7700005	62.4300003	41.5
-71	-3	62.7700005	61.4000015	41.5
-69	-3	62.7700005	62.4300003	41.5
-67	-3	62.5600014	59	35.52
-65	-3	60	60	41.5
-63	-3	44	44	41.5
-61	-3	45.3199997	53	19.66
-59	-3	45.9399986	46.5	63.82
-57	-3	32.7900009	40.5	38.35
-55	-3	41.4399986	42.5	20.13
-53	-3	33	33	41.5
-51	-3	47	47	41.5
-49	-3	66.7300034	59.8699989	41.5
-47	-3	60.4000015	57.75	41.5
-45	-3	80	80	41.5
